PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
alle gevallen	802		1604	2.1477e-05	ngram	2	1.57758e-05
zijnde soude	801		1602	2.14502e-05	ngram	2	1.57561e-05
, wegens	801		1602	2.14502e-05	ngram	2	1.57561e-05
was get	801		1602	2.14502e-05	ngram	2	1.57561e-05
te staen	801		1602	2.14502e-05	ngram	2	1.57561e-05
sonder nochtans	801		1602	2.14502e-05	ngram	2	1.57561e-05
p huyden	801		1602	2.14502e-05	ngram	2	1.57561e-05
heeren sestien	801		1602	2.14502e-05	ngram	2	1.57561e-05
get ook	801		1602	2.14502e-05	ngram	2	1.57561e-05
desen oock	801		1602	2.14502e-05	ngram	2	1.57561e-05
Clederen van	801		1602	2.14502e-05	ngram	2	1.57561e-05
, versoeckende	800		1600	2.14234e-05	ngram	2	1.57365e-05
verbant van	800		1600	2.14234e-05	ngram	2	1.57365e-05
oudt ontrent	800		1600	2.14234e-05	ngram	2	1.57365e-05
Jan Harmansz	800		1600	2.14234e-05	ngram	2	1.57365e-05
gekomen is	800		1600	2.14234e-05	ngram	2	1.57365e-05
gedragen werden	800		1600	2.14234e-05	ngram	2	1.57365e-05
geadmitteerd te	800		1600	2.14234e-05	ngram	2	1.57365e-05
de voordeelige	800		1600	2.14234e-05	ngram	2	1.57365e-05
den xxij	800		1600	2.14234e-05	ngram	2	1.57365e-05
daer voren	800		1600	2.14234e-05	ngram	2	1.57365e-05
bescheyden daervan	800		1600	2.14234e-05	ngram	2	1.57365e-05
alhier de	800		1600	2.14234e-05	ngram	2	1.57365e-05
24 .	800		1600	2.14234e-05	ngram	2	1.57365e-05
Welcke voorsz	799		1598	2.13966e-05	ngram	2	1.57168e-05
verklaerde sij	799		1598	2.13966e-05	ngram	2	1.57168e-05
van linnen	799		1598	2.13966e-05	ngram	2	1.57168e-05
hebben zulx	799		1598	2.13966e-05	ngram	2	1.57168e-05
en Isaac	799		1598	2.13966e-05	ngram	2	1.57168e-05
een gemeene	799		1598	2.13966e-05	ngram	2	1.57168e-05
den ouderdom	799		1598	2.13966e-05	ngram	2	1.57168e-05
daar uijt	799		1598	2.13966e-05	ngram	2	1.57168e-05
competerende volgens	799		1598	2.13966e-05	ngram	2	1.57168e-05
moogen hebben	798		1596	2.13699e-05	ngram	2	1.56971e-05
met doende	798		1596	2.13699e-05	ngram	2	1.56971e-05
Groe Notaris	798		1596	2.13699e-05	ngram	2	1.56971e-05
ende versterven	798		1596	2.13699e-05	ngram	2	1.56971e-05
des middags	798		1596	2.13699e-05	ngram	2	1.56971e-05
alle dagen	798		1596	2.13699e-05	ngram	2	1.56971e-05
waer en	797		1594	2.13431e-05	ngram	2	1.56775e-05
samen ,	797		1594	2.13431e-05	ngram	2	1.56775e-05
recht hebbende	797		1594	2.13431e-05	ngram	2	1.56775e-05
ouderdom dewelke	797		1594	2.13431e-05	ngram	2	1.56775e-05
onderges .	797		1594	2.13431e-05	ngram	2	1.56775e-05
hebben getuijgt	797		1594	2.13431e-05	ngram	2	1.56775e-05
handen gestelt	797		1594	2.13431e-05	ngram	2	1.56775e-05
gelieve de	797		1594	2.13431e-05	ngram	2	1.56775e-05
Ende by	797		1594	2.13431e-05	ngram	2	1.56775e-05
de solemneel	797		1594	2.13431e-05	ngram	2	1.56775e-05
alle termijnen	797		1594	2.13431e-05	ngram	2	1.56775e-05
aen hun	797		1594	2.13431e-05	ngram	2	1.56775e-05
, zullende	796		1592	2.13163e-05	ngram	2	1.56578e-05
uijt des	796		1592	2.13163e-05	ngram	2	1.56578e-05
te bedragen	796		1592	2.13163e-05	ngram	2	1.56578e-05
sal en	796		1592	2.13163e-05	ngram	2	1.56578e-05
OOp Huijden	796		1592	2.13163e-05	ngram	2	1.56578e-05
ook soude	796		1592	2.13163e-05	ngram	2	1.56578e-05
: None	796		1592	2.13163e-05	ngram	2	1.56578e-05
hy sich	796		1592	2.13163e-05	ngram	2	1.56578e-05
grooten het	796		1592	2.13163e-05	ngram	2	1.56578e-05
desen nodigh	796		1592	2.13163e-05	ngram	2	1.56578e-05
bestaen ;	796		1592	2.13163e-05	ngram	2	1.56578e-05
: a	796		1592	2.13163e-05	ngram	2	1.56578e-05
voor rekening	795		1590	2.12895e-05	ngram	2	1.56381e-05
van meninge	795		1590	2.12895e-05	ngram	2	1.56381e-05
te vreden	795		1590	2.12895e-05	ngram	2	1.56381e-05
sonder voor	795		1590	2.12895e-05	ngram	2	1.56381e-05
penning met	795		1590	2.12895e-05	ngram	2	1.56381e-05
, oudt	795		1590	2.12895e-05	ngram	2	1.56381e-05
Notaris binnen	795		1590	2.12895e-05	ngram	2	1.56381e-05
in wesen	795		1590	2.12895e-05	ngram	2	1.56381e-05
Henrick Jansz	795		1590	2.12895e-05	ngram	2	1.56381e-05
gelijk de	795		1590	2.12895e-05	ngram	2	1.56381e-05
gefolieert als	795		1590	2.12895e-05	ngram	2	1.56381e-05
denselven te	795		1590	2.12895e-05	ngram	2	1.56381e-05
sulcker voegen	794		1588	2.12627e-05	ngram	2	1.56184e-05
in Amst	794		1588	2.12627e-05	ngram	2	1.56184e-05
geslooten haer	794		1588	2.12627e-05	ngram	2	1.56184e-05
gedragen ende	794		1588	2.12627e-05	ngram	2	1.56184e-05
en zo	794		1588	2.12627e-05	ngram	2	1.56184e-05
bevonden werdende	794		1588	2.12627e-05	ngram	2	1.56184e-05
„ 9	794		1588	2.12627e-05	ngram	2	1.56184e-05
zijnde een	793		1586	2.1236e-05	ngram	2	1.55988e-05
verbandt van	793		1586	2.1236e-05	ngram	2	1.55988e-05
omme van	793		1586	2.1236e-05	ngram	2	1.55988e-05
en tseventich	793		1586	2.1236e-05	ngram	2	1.55988e-05
binnen Amstel	793		1586	2.1236e-05	ngram	2	1.55988e-05
xviC „	792		1584	2.12092e-05	ngram	2	1.55791e-05
tegens drie	792		1584	2.12092e-05	ngram	2	1.55791e-05
soodanigh ende	792		1584	2.12092e-05	ngram	2	1.55791e-05
partijen ten	792		1584	2.12092e-05	ngram	2	1.55791e-05
Dirk Haan	792		1584	2.12092e-05	ngram	2	1.55791e-05
de voorschreven	792		1584	2.12092e-05	ngram	2	1.55791e-05
derogerende bij	792		1584	2.12092e-05	ngram	2	1.55791e-05
de bovengenoemde	792		1584	2.12092e-05	ngram	2	1.55791e-05
Achtb :	792		1584	2.12092e-05	ngram	2	1.55791e-05
tsij waer	791		1582	2.11824e-05	ngram	2	1.55594e-05
't huijs	791		1582	2.11824e-05	ngram	2	1.55594e-05
Oostendorp ende	791		1582	2.11824e-05	ngram	2	1.55594e-05
haer soon	791		1582	2.11824e-05	ngram	2	1.55594e-05
ende seyde	791		1582	2.11824e-05	ngram	2	1.55594e-05
en dartig	791		1582	2.11824e-05	ngram	2	1.55594e-05
acte onder	791		1582	2.11824e-05	ngram	2	1.55594e-05
zullen moeten	790		1580	2.11556e-05	ngram	2	1.55398e-05
weesen aan	790		1580	2.11556e-05	ngram	2	1.55398e-05
ten beh	790		1580	2.11556e-05	ngram	2	1.55398e-05
of deselve	790		1580	2.11556e-05	ngram	2	1.55398e-05
en in't	790		1580	2.11556e-05	ngram	2	1.55398e-05
deselve met	790		1580	2.11556e-05	ngram	2	1.55398e-05
de Eene	790		1580	2.11556e-05	ngram	2	1.55398e-05
Amstelrede .	790		1580	2.11556e-05	ngram	2	1.55398e-05
3 &	790		1580	2.11556e-05	ngram	2	1.55398e-05
wel gevallen	789		1578	2.11289e-05	ngram	2	1.55201e-05
ontrent drie	789		1578	2.11289e-05	ngram	2	1.55201e-05
henricus de	789		1578	2.11289e-05	ngram	2	1.55201e-05
hem oock	789		1578	2.11289e-05	ngram	2	1.55201e-05
haar Testament	789		1578	2.11289e-05	ngram	2	1.55201e-05
get. etc	789		1578	2.11289e-05	ngram	2	1.55201e-05
gelijk meede	789		1578	2.11289e-05	ngram	2	1.55201e-05
gehouden zijn	789		1578	2.11289e-05	ngram	2	1.55201e-05
en verricht	789		1578	2.11289e-05	ngram	2	1.55201e-05
D vander	789		1578	2.11289e-05	ngram	2	1.55201e-05
des wegen	789		1578	2.11289e-05	ngram	2	1.55201e-05
deser landen	789		1578	2.11289e-05	ngram	2	1.55201e-05
deselve alsdan	789		1578	2.11289e-05	ngram	2	1.55201e-05
beloven de	789		1578	2.11289e-05	ngram	2	1.55201e-05
zij die	788		1576	2.11021e-05	ngram	2	1.55004e-05
verrichten wes	788		1576	2.11021e-05	ngram	2	1.55004e-05
verbindende hy	788		1576	2.11021e-05	ngram	2	1.55004e-05
van Tweeduijsent	788		1576	2.11021e-05	ngram	2	1.55004e-05
Rechten te	788		1576	2.11021e-05	ngram	2	1.55004e-05
minste kracht	788		1576	2.11021e-05	ngram	2	1.55004e-05
geregistreert in	788		1576	2.11021e-05	ngram	2	1.55004e-05
der halven	788		1576	2.11021e-05	ngram	2	1.55004e-05
by deselve	788		1576	2.11021e-05	ngram	2	1.55004e-05
3e: get	788		1576	2.11021e-05	ngram	2	1.55004e-05
voldoening toe	787		1574	2.10753e-05	ngram	2	1.54807e-05
van royen	787		1574	2.10753e-05	ngram	2	1.54807e-05
somme lichten	787		1574	2.10753e-05	ngram	2	1.54807e-05
persoonen als	787		1574	2.10753e-05	ngram	2	1.54807e-05
heeft gegeven	787		1574	2.10753e-05	ngram	2	1.54807e-05
caveren .	787		1574	2.10753e-05	ngram	2	1.54807e-05
als borgen	787		1574	2.10753e-05	ngram	2	1.54807e-05
vermaninge ,	786		1572	2.10485e-05	ngram	2	1.54611e-05
van zijnde	786		1572	2.10485e-05	ngram	2	1.54611e-05
ter executie	786		1572	2.10485e-05	ngram	2	1.54611e-05
Jacobus vander	786		1572	2.10485e-05	ngram	2	1.54611e-05
hebben nochte	786		1572	2.10485e-05	ngram	2	1.54611e-05
get voor	786		1572	2.10485e-05	ngram	2	1.54611e-05
erve ,	786		1572	2.10485e-05	ngram	2	1.54611e-05
anders op	786		1572	2.10485e-05	ngram	2	1.54611e-05
als doen	786		1572	2.10485e-05	ngram	2	1.54611e-05
oock sal	785		1570	2.10217e-05	ngram	2	1.54414e-05
) gesond	785		1570	2.10217e-05	ngram	2	1.54414e-05
ervgenaamen van	785		1570	2.10217e-05	ngram	2	1.54414e-05
en tachentigh	785		1570	2.10217e-05	ngram	2	1.54414e-05
en getransporteert	785		1570	2.10217e-05	ngram	2	1.54414e-05
Augusti ao	785		1570	2.10217e-05	ngram	2	1.54414e-05
18 „	785		1570	2.10217e-05	ngram	2	1.54414e-05
van zale	784		1568	2.0995e-05	ngram	2	1.54217e-05
Van alle	784		1568	2.0995e-05	ngram	2	1.54217e-05
tot dese	784		1568	2.0995e-05	ngram	2	1.54217e-05
Staende op	784		1568	2.0995e-05	ngram	2	1.54217e-05
January @	784		1568	2.0995e-05	ngram	2	1.54217e-05
houden etc.	784		1568	2.0995e-05	ngram	2	1.54217e-05
groot vijf	784		1568	2.0995e-05	ngram	2	1.54217e-05
goedvind de	784		1568	2.0995e-05	ngram	2	1.54217e-05
ende betalinge	784		1568	2.0995e-05	ngram	2	1.54217e-05
ende bekent	784		1568	2.0995e-05	ngram	2	1.54217e-05
dochter ende	784		1568	2.0995e-05	ngram	2	1.54217e-05
den xvij	784		1568	2.0995e-05	ngram	2	1.54217e-05
bekennen van	784		1568	2.0995e-05	ngram	2	1.54217e-05
zij het	783		1566	2.09682e-05	ngram	2	1.54021e-05
trecken ,	783		1566	2.09682e-05	ngram	2	1.54021e-05
Testatrice heeft	783		1566	2.09682e-05	ngram	2	1.54021e-05
seggen ,	783		1566	2.09682e-05	ngram	2	1.54021e-05
noemen ,	783		1566	2.09682e-05	ngram	2	1.54021e-05
Mijn Heer	783		1566	2.09682e-05	ngram	2	1.54021e-05
de vordere	783		1566	2.09682e-05	ngram	2	1.54021e-05
de rest	783		1566	2.09682e-05	ngram	2	1.54021e-05
dat syl	783		1566	2.09682e-05	ngram	2	1.54021e-05
committeert de	783		1566	2.09682e-05	ngram	2	1.54021e-05
bij eenige	783		1566	2.09682e-05	ngram	2	1.54021e-05
bekende ,	783		1566	2.09682e-05	ngram	2	1.54021e-05
1:10 :	783		1566	2.09682e-05	ngram	2	1.54021e-05
wijlen Jan	782		1564	2.09414e-05	ngram	2	1.53824e-05
van achthondert	782		1564	2.09414e-05	ngram	2	1.53824e-05
op gisteren	782		1564	2.09414e-05	ngram	2	1.53824e-05
Hr. Jacob	782		1564	2.09414e-05	ngram	2	1.53824e-05
het afloopen	782		1564	2.09414e-05	ngram	2	1.53824e-05
ende bewijsen	782		1564	2.09414e-05	ngram	2	1.53824e-05
de ^	782		1564	2.09414e-05	ngram	2	1.53824e-05
500 :	782		1564	2.09414e-05	ngram	2	1.53824e-05
tot voldoeninge	781		1562	2.09146e-05	ngram	2	1.53627e-05
te ontf	781		1562	2.09146e-05	ngram	2	1.53627e-05
Meij Ao	781		1562	2.09146e-05	ngram	2	1.53627e-05
Gedaan binnen	781		1562	2.09146e-05	ngram	2	1.53627e-05
en penningen	781		1562	2.09146e-05	ngram	2	1.53627e-05
dien Onder	781		1562	2.09146e-05	ngram	2	1.53627e-05
Cautie te	781		1562	2.09146e-05	ngram	2	1.53627e-05
voogden en	780		1560	2.08878e-05	ngram	2	1.53431e-05
van Lichamen	780		1560	2.08878e-05	ngram	2	1.53431e-05
ter minne	780		1560	2.08878e-05	ngram	2	1.53431e-05
septb .	780		1560	2.08878e-05	ngram	2	1.53431e-05
sal vermogen	780		1560	2.08878e-05	ngram	2	1.53431e-05
onder of	780		1560	2.08878e-05	ngram	2	1.53431e-05
halff ende	780		1560	2.08878e-05	ngram	2	1.53431e-05
Eede ten	780		1560	2.08878e-05	ngram	2	1.53431e-05
desen syn	780		1560	2.08878e-05	ngram	2	1.53431e-05
de 2e:	780		1560	2.08878e-05	ngram	2	1.53431e-05
daerop gedaen	780		1560	2.08878e-05	ngram	2	1.53431e-05
Cornelis Cornelisz	780		1560	2.08878e-05	ngram	2	1.53431e-05
1641 .	780		1560	2.08878e-05	ngram	2	1.53431e-05
tegens haer	779		1558	2.08611e-05	ngram	2	1.53234e-05
sonder eenigh	779		1558	2.08611e-05	ngram	2	1.53234e-05
quiteerende de	779		1558	2.08611e-05	ngram	2	1.53234e-05
ofte ten	779		1558	2.08611e-05	ngram	2	1.53234e-05
langstlevende tot	779		1558	2.08611e-05	ngram	2	1.53234e-05
kinderen de	779		1558	2.08611e-05	ngram	2	1.53234e-05
haer overleden	779		1558	2.08611e-05	ngram	2	1.53234e-05
genomen ende	779		1558	2.08611e-05	ngram	2	1.53234e-05
voocht van	778		1556	2.08343e-05	ngram	2	1.53037e-05
verklaart hy	778		1556	2.08343e-05	ngram	2	1.53037e-05
interessen om	778		1556	2.08343e-05	ngram	2	1.53037e-05
ende verlies	778		1556	2.08343e-05	ngram	2	1.53037e-05
dr. weduwe	778		1556	2.08343e-05	ngram	2	1.53037e-05
door eenige	778		1556	2.08343e-05	ngram	2	1.53037e-05
adelb .	778		1556	2.08343e-05	ngram	2	1.53037e-05
V. No	777		1554	2.08075e-05	ngram	2	1.5284e-05
Twee witte	777		1554	2.08075e-05	ngram	2	1.5284e-05
tot des	777		1554	2.08075e-05	ngram	2	1.5284e-05
suster ,	777		1554	2.08075e-05	ngram	2	1.5284e-05
sijn Comp	777		1554	2.08075e-05	ngram	2	1.5284e-05
preesentie van	777		1554	2.08075e-05	ngram	2	1.5284e-05
maniere doenlijck	777		1554	2.08075e-05	ngram	2	1.5284e-05
indie qualite	777		1554	2.08075e-05	ngram	2	1.5284e-05
het resterende	777		1554	2.08075e-05	ngram	2	1.5284e-05
Christiaan Lineman	777		1554	2.08075e-05	ngram	2	1.5284e-05
, buijten	777		1554	2.08075e-05	ngram	2	1.5284e-05
Aug .	777		1554	2.08075e-05	ngram	2	1.5284e-05
verkrijgende des	776		1552	2.07807e-05	ngram	2	1.52644e-05
selve huijs	776		1552	2.07807e-05	ngram	2	1.52644e-05
na den	776		1552	2.07807e-05	ngram	2	1.52644e-05
hij voor	776		1552	2.07807e-05	ngram	2	1.52644e-05
hij Compten	776		1552	2.07807e-05	ngram	2	1.52644e-05
, Cornelis	776		1552	2.07807e-05	ngram	2	1.52644e-05
alreede gehad	776		1552	2.07807e-05	ngram	2	1.52644e-05
toen ook	775		1550	2.07539e-05	ngram	2	1.52447e-05
soude willen	775		1550	2.07539e-05	ngram	2	1.52447e-05
obligatie uitgeloovt	775		1550	2.07539e-05	ngram	2	1.52447e-05
geen andere	775		1550	2.07539e-05	ngram	2	1.52447e-05
ende alhier	775		1550	2.07539e-05	ngram	2	1.52447e-05
comparants persoon	775		1550	2.07539e-05	ngram	2	1.52447e-05
andere portien	775		1550	2.07539e-05	ngram	2	1.52447e-05
Waar op	774		1548	2.07272e-05	ngram	2	1.5225e-05
voor t	774		1548	2.07272e-05	ngram	2	1.5225e-05
van andere	774		1548	2.07272e-05	ngram	2	1.5225e-05
is door	774		1548	2.07272e-05	ngram	2	1.5225e-05
haer na	774		1548	2.07272e-05	ngram	2	1.5225e-05
haer Broeder	774		1548	2.07272e-05	ngram	2	1.5225e-05
ende en	774		1548	2.07272e-05	ngram	2	1.5225e-05
en behoort	774		1548	2.07272e-05	ngram	2	1.5225e-05
den van	774		1548	2.07272e-05	ngram	2	1.5225e-05
blanco ,	774		1548	2.07272e-05	ngram	2	1.5225e-05
twee Jaren	773		1546	2.07004e-05	ngram	2	1.52054e-05
om haer	773		1546	2.07004e-05	ngram	2	1.52054e-05
obl. omme	773		1546	2.07004e-05	ngram	2	1.52054e-05
hebben uijt	773		1546	2.07004e-05	ngram	2	1.52054e-05
gecomen ende	773		1546	2.07004e-05	ngram	2	1.52054e-05
ende transporteren	773		1546	2.07004e-05	ngram	2	1.52054e-05
door d	773		1546	2.07004e-05	ngram	2	1.52054e-05
de wit	773		1546	2.07004e-05	ngram	2	1.52054e-05
den 17e.	773		1546	2.07004e-05	ngram	2	1.52054e-05
wanneer zij	772		1544	2.06736e-05	ngram	2	1.51857e-05
op heden	772		1544	2.06736e-05	ngram	2	1.51857e-05
op desen	772		1544	2.06736e-05	ngram	2	1.51857e-05
Koolhoff en	772		1544	2.06736e-05	ngram	2	1.51857e-05
: het	772		1544	2.06736e-05	ngram	2	1.51857e-05
goederen vande	772		1544	2.06736e-05	ngram	2	1.51857e-05
ƒ 200	772		1544	2.06736e-05	ngram	2	1.51857e-05
en lijden	772		1544	2.06736e-05	ngram	2	1.51857e-05
Ende sij	772		1544	2.06736e-05	ngram	2	1.51857e-05
eenige reserve	772		1544	2.06736e-05	ngram	2	1.51857e-05
by alle	772		1544	2.06736e-05	ngram	2	1.51857e-05
: vander	771		1542	2.06468e-05	ngram	2	1.5166e-05
soo was	771		1542	2.06468e-05	ngram	2	1.5166e-05
Pieter Jacobsz	771		1542	2.06468e-05	ngram	2	1.5166e-05
naar welgevallen	771		1542	2.06468e-05	ngram	2	1.5166e-05
naar van	771		1542	2.06468e-05	ngram	2	1.5166e-05
hem eerste	771		1542	2.06468e-05	ngram	2	1.5166e-05
die soude	771		1542	2.06468e-05	ngram	2	1.5166e-05
alle te	771		1542	2.06468e-05	ngram	2	1.5166e-05
zy 1	770		1540	2.062e-05	ngram	2	1.51463e-05
te noteeren	770		1540	2.062e-05	ngram	2	1.51463e-05
sy oock	770		1540	2.062e-05	ngram	2	1.51463e-05
raden werden	770		1540	2.062e-05	ngram	2	1.51463e-05
kan en	770		1540	2.062e-05	ngram	2	1.51463e-05
in wiens	770		1540	2.062e-05	ngram	2	1.51463e-05
des overledens	770		1540	2.062e-05	ngram	2	1.51463e-05
den overledene	770		1540	2.062e-05	ngram	2	1.51463e-05
acte ,	770		1540	2.062e-05	ngram	2	1.51463e-05
aan dezelve	770		1540	2.062e-05	ngram	2	1.51463e-05
( :	770		1540	2.062e-05	ngram	2	1.51463e-05
werden bij	769		1538	2.05933e-05	ngram	2	1.51267e-05
voor sooveel	769		1538	2.05933e-05	ngram	2	1.51267e-05
twelck sy	769		1538	2.05933e-05	ngram	2	1.51267e-05
te dienen	769		1538	2.05933e-05	ngram	2	1.51267e-05
te desenderen	769		1538	2.05933e-05	ngram	2	1.51267e-05
sullen deselve	769		1538	2.05933e-05	ngram	2	1.51267e-05
sijnde over	769		1538	2.05933e-05	ngram	2	1.51267e-05
oprecht gedaan	769		1538	2.05933e-05	ngram	2	1.51267e-05
in Holland	769		1538	2.05933e-05	ngram	2	1.51267e-05
heeren Bewinthebberen	769		1538	2.05933e-05	ngram	2	1.51267e-05
getuijgen etc.	769		1538	2.05933e-05	ngram	2	1.51267e-05
ervgenaam of	769		1538	2.05933e-05	ngram	2	1.51267e-05
duijsent gl	769		1538	2.05933e-05	ngram	2	1.51267e-05
dog niet	769		1538	2.05933e-05	ngram	2	1.51267e-05
den Elfden	769		1538	2.05933e-05	ngram	2	1.51267e-05
comparant en	769		1538	2.05933e-05	ngram	2	1.51267e-05
anderen in	769		1538	2.05933e-05	ngram	2	1.51267e-05
alhier tot	769		1538	2.05933e-05	ngram	2	1.51267e-05
willen bij	768		1536	2.05665e-05	ngram	2	1.5107e-05
van u	768		1536	2.05665e-05	ngram	2	1.5107e-05
twelck hij	768		1536	2.05665e-05	ngram	2	1.5107e-05
samen en	768		1536	2.05665e-05	ngram	2	1.5107e-05
reele possessie	768		1536	2.05665e-05	ngram	2	1.5107e-05
questie of	768		1536	2.05665e-05	ngram	2	1.5107e-05
op eenige	768		1536	2.05665e-05	ngram	2	1.5107e-05
heeft van	768		1536	2.05665e-05	ngram	2	1.5107e-05
een ijsere	768		1536	2.05665e-05	ngram	2	1.5107e-05
duijsent en	768		1536	2.05665e-05	ngram	2	1.5107e-05
Amstelredamme ten	768		1536	2.05665e-05	ngram	2	1.5107e-05
, alhier	768		1536	2.05665e-05	ngram	2	1.5107e-05
waarde gehouden	767		1534	2.05397e-05	ngram	2	1.50873e-05
hun in	767		1534	2.05397e-05	ngram	2	1.50873e-05
hondert seeventig	767		1534	2.05397e-05	ngram	2	1.50873e-05
goederen sijn	767		1534	2.05397e-05	ngram	2	1.50873e-05
eysschen of	767		1534	2.05397e-05	ngram	2	1.50873e-05
waervan de	766		1532	2.05129e-05	ngram	2	1.50677e-05
voordeelige te	766		1532	2.05129e-05	ngram	2	1.50677e-05
te lossen	766		1532	2.05129e-05	ngram	2	1.50677e-05
supra wel	766		1532	2.05129e-05	ngram	2	1.50677e-05
maert ao	766		1532	2.05129e-05	ngram	2	1.50677e-05
gequalificeert ,	766		1532	2.05129e-05	ngram	2	1.50677e-05
de biteuren	766		1532	2.05129e-05	ngram	2	1.50677e-05
const .	766		1532	2.05129e-05	ngram	2	1.50677e-05
alle voorvallende	766		1532	2.05129e-05	ngram	2	1.50677e-05
, acte	766		1532	2.05129e-05	ngram	2	1.50677e-05
yeder voor	765		1530	2.04861e-05	ngram	2	1.5048e-05
voor mi	765		1530	2.04861e-05	ngram	2	1.5048e-05
vonnissen te	765		1530	2.04861e-05	ngram	2	1.5048e-05
van tgemeene	765		1530	2.04861e-05	ngram	2	1.5048e-05
uijtgehondert ,	765		1530	2.04861e-05	ngram	2	1.5048e-05
tsij als	765		1530	2.04861e-05	ngram	2	1.5048e-05
ten proffyte	765		1530	2.04861e-05	ngram	2	1.5048e-05
om hem	765		1530	2.04861e-05	ngram	2	1.5048e-05
off voor	765		1530	2.04861e-05	ngram	2	1.5048e-05
nu ook	765		1530	2.04861e-05	ngram	2	1.5048e-05
Landt van	765		1530	2.04861e-05	ngram	2	1.5048e-05
hij Constitueert	765		1530	2.04861e-05	ngram	2	1.5048e-05
ende '	765		1530	2.04861e-05	ngram	2	1.5048e-05
eenige solemniteijten	765		1530	2.04861e-05	ngram	2	1.5048e-05
alle des	765		1530	2.04861e-05	ngram	2	1.5048e-05
wonagtig in	764		1528	2.04594e-05	ngram	2	1.50283e-05
verhaelen daer	764		1528	2.04594e-05	ngram	2	1.50283e-05
interest tegens	764		1528	2.04594e-05	ngram	2	1.50283e-05
hebbe ik	764		1528	2.04594e-05	ngram	2	1.50283e-05
de bruijn	764		1528	2.04594e-05	ngram	2	1.50283e-05
dagen ,	764		1528	2.04594e-05	ngram	2	1.50283e-05
betalinge ,	764		1528	2.04594e-05	ngram	2	1.50283e-05
@ 1640	764		1528	2.04594e-05	ngram	2	1.50283e-05
verklaerde geconstitueert	763		1526	2.04326e-05	ngram	2	1.50087e-05
verklaart is	763		1526	2.04326e-05	ngram	2	1.50087e-05
syn Compten	763		1526	2.04326e-05	ngram	2	1.50087e-05
Omme inden	763		1526	2.04326e-05	ngram	2	1.50087e-05
eenige dagen	763		1526	2.04326e-05	ngram	2	1.50087e-05
Belovende sij	763		1526	2.04326e-05	ngram	2	1.50087e-05
an de	763		1526	2.04326e-05	ngram	2	1.50087e-05
aff te	763		1526	2.04326e-05	ngram	2	1.50087e-05
volgt den	762		1524	2.04058e-05	ngram	2	1.4989e-05
voldaan en	762		1524	2.04058e-05	ngram	2	1.4989e-05
verwerende te	762		1524	2.04058e-05	ngram	2	1.4989e-05
P .	762		1524	2.04058e-05	ngram	2	1.4989e-05
Jan Dircxsz	762		1524	2.04058e-05	ngram	2	1.4989e-05
en uit	762		1524	2.04058e-05	ngram	2	1.4989e-05
en surrogatie	762		1524	2.04058e-05	ngram	2	1.4989e-05
en Nicolaas	762		1524	2.04058e-05	ngram	2	1.4989e-05
de tijt	762		1524	2.04058e-05	ngram	2	1.4989e-05
descendenten ,	762		1524	2.04058e-05	ngram	2	1.4989e-05
best zal	762		1524	2.04058e-05	ngram	2	1.4989e-05
van woorde	761		1522	2.0379e-05	ngram	2	1.49693e-05
September Ao	761		1522	2.0379e-05	ngram	2	1.49693e-05
oft aen	761		1522	2.0379e-05	ngram	2	1.49693e-05
off op	761		1522	2.0379e-05	ngram	2	1.49693e-05
noch niet	761		1522	2.0379e-05	ngram	2	1.49693e-05
laten geschieden	761		1522	2.0379e-05	ngram	2	1.49693e-05
hondert vijftig	761		1522	2.0379e-05	ngram	2	1.49693e-05
den sesten	761		1522	2.0379e-05	ngram	2	1.49693e-05
de darde	761		1522	2.0379e-05	ngram	2	1.49693e-05
13 „	761		1522	2.0379e-05	ngram	2	1.49693e-05
wtgesondert .	760		1520	2.03523e-05	ngram	2	1.49496e-05
wel eerstelyk	760		1520	2.03523e-05	ngram	2	1.49496e-05
, stijle	760		1520	2.03523e-05	ngram	2	1.49496e-05
sterven van	760		1520	2.03523e-05	ngram	2	1.49496e-05
sij tot	760		1520	2.03523e-05	ngram	2	1.49496e-05
deuchdelijck schuldigh	760		1520	2.03523e-05	ngram	2	1.49496e-05
daar de	760		1520	2.03523e-05	ngram	2	1.49496e-05
believen ende	760		1520	2.03523e-05	ngram	2	1.49496e-05
, begerende	760		1520	2.03523e-05	ngram	2	1.49496e-05
actueele ende	760		1520	2.03523e-05	ngram	2	1.49496e-05
vercocht ,	759		1518	2.03255e-05	ngram	2	1.493e-05
tinne schotels	759		1518	2.03255e-05	ngram	2	1.493e-05
nabesz getuijgen	759		1518	2.03255e-05	ngram	2	1.493e-05
is den	759		1518	2.03255e-05	ngram	2	1.493e-05
en dertigste	759		1518	2.03255e-05	ngram	2	1.493e-05
de Christel	759		1518	2.03255e-05	ngram	2	1.493e-05
tyde op	758		1516	2.02987e-05	ngram	2	1.49103e-05
swarte lijst	758		1516	2.02987e-05	ngram	2	1.49103e-05
leven is	758		1516	2.02987e-05	ngram	2	1.49103e-05
kracht van	758		1516	2.02987e-05	ngram	2	1.49103e-05
hem bij	758		1516	2.02987e-05	ngram	2	1.49103e-05
hebben om	758		1516	2.02987e-05	ngram	2	1.49103e-05
guldens te	758		1516	2.02987e-05	ngram	2	1.49103e-05
get ^	758		1516	2.02987e-05	ngram	2	1.49103e-05
