PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
hebben bij waere	368		1104	1.47822e-05	ngram	3	1.16861e-05
gestant te doen	368		1104	1.47822e-05	ngram	3	1.16861e-05
gesien heeft dat	368		1104	1.47822e-05	ngram	3	1.16861e-05
gehouden zal zijn	368		1104	1.47822e-05	ngram	3	1.16861e-05
en reecke .	368		1104	1.47822e-05	ngram	3	1.16861e-05
ende voor naemaninge	368		1104	1.47822e-05	ngram	3	1.16861e-05
Ende verclaerde vercocht	368		1104	1.47822e-05	ngram	3	1.16861e-05
, ende twee	368		1104	1.47822e-05	ngram	3	1.16861e-05
ende sonder dat	368		1104	1.47822e-05	ngram	3	1.16861e-05
ende nalaten sal	368		1104	1.47822e-05	ngram	3	1.16861e-05
, en alsoo	368		1104	1.47822e-05	ngram	3	1.16861e-05
de volle voldoening	368		1104	1.47822e-05	ngram	3	1.16861e-05
desen , voor	368		1104	1.47822e-05	ngram	3	1.16861e-05
desen gedaan ende	368		1104	1.47822e-05	ngram	3	1.16861e-05
den Leneur vande	368		1104	1.47822e-05	ngram	3	1.16861e-05
Willende alle deselve	367		1101	1.4742e-05	ngram	3	1.16544e-05
voor Bossr .	367		1101	1.4742e-05	ngram	3	1.16544e-05
verbandt nae rechte	367		1101	1.4742e-05	ngram	3	1.16544e-05
van drie gul	367		1101	1.4742e-05	ngram	3	1.16544e-05
tot het doen	367		1101	1.4742e-05	ngram	3	1.16544e-05
ter werelt te	367		1101	1.4742e-05	ngram	3	1.16544e-05
stad ten behoeven	367		1101	1.4742e-05	ngram	3	1.16544e-05
sijn en blijven	367		1101	1.4742e-05	ngram	3	1.16544e-05
sestien gul .	367		1101	1.4742e-05	ngram	3	1.16544e-05
seeventien hondert seeven	367		1101	1.4742e-05	ngram	3	1.16544e-05
Philip Zweerts de	367		1101	1.4742e-05	ngram	3	1.16544e-05
persoon ware gedaen	367		1101	1.4742e-05	ngram	3	1.16544e-05
, op dat	367		1101	1.4742e-05	ngram	3	1.16544e-05
Notaris bekend in	367		1101	1.4742e-05	ngram	3	1.16544e-05
nae rechte eenigsints	367		1101	1.4742e-05	ngram	3	1.16544e-05
magh vast ,	367		1101	1.4742e-05	ngram	3	1.16544e-05
legaten en andere	367		1101	1.4742e-05	ngram	3	1.16544e-05
gepasseert , ten	367		1101	1.4742e-05	ngram	3	1.16544e-05
geheel , onder	367		1101	1.4742e-05	ngram	3	1.16544e-05
eygendom actuele ende	367		1101	1.4742e-05	ngram	3	1.16544e-05
en vijf hondert	367		1101	1.4742e-05	ngram	3	1.16544e-05
, ende wel	367		1101	1.4742e-05	ngram	3	1.16544e-05
ende syn huysvrou	367		1101	1.4742e-05	ngram	3	1.16544e-05
ende Marten van	367		1101	1.4742e-05	ngram	3	1.16544e-05
ende eenwich ende	367		1101	1.4742e-05	ngram	3	1.16544e-05
ende belooft bij	367		1101	1.4742e-05	ngram	3	1.16544e-05
desen te doen	367		1101	1.4742e-05	ngram	3	1.16544e-05
dertigste part in	367		1101	1.4742e-05	ngram	3	1.16544e-05
daar op met	367		1101	1.4742e-05	ngram	3	1.16544e-05
d ' :	367		1101	1.4742e-05	ngram	3	1.16544e-05
costen schaden ende	367		1101	1.4742e-05	ngram	3	1.16544e-05
: bij den	367		1101	1.4742e-05	ngram	3	1.16544e-05
Ardinois en getuijgen	367		1101	1.4742e-05	ngram	3	1.16544e-05
als mede om	367		1101	1.4742e-05	ngram	3	1.16544e-05
als getuijgen &	367		1101	1.4742e-05	ngram	3	1.16544e-05
als daerbuyten noch	367		1101	1.4742e-05	ngram	3	1.16544e-05
alle gedateert den	367		1101	1.4742e-05	ngram	3	1.16544e-05
wederom te doen	366		1098	1.47018e-05	ngram	3	1.16226e-05
van drie duijsend	366		1098	1.47018e-05	ngram	3	1.16226e-05
tot achter aen	366		1098	1.47018e-05	ngram	3	1.16226e-05
te laten .	366		1098	1.47018e-05	ngram	3	1.16226e-05
te disponeren in	366		1098	1.47018e-05	ngram	3	1.16226e-05
te betalen op	366		1098	1.47018e-05	ngram	3	1.16226e-05
maendt ende buijtgelden	366		1098	1.47018e-05	ngram	3	1.16226e-05
komende tot dispositie	366		1098	1.47018e-05	ngram	3	1.16226e-05
in sulcken cas	366		1098	1.47018e-05	ngram	3	1.16226e-05
gestaen als vooren	366		1098	1.47018e-05	ngram	3	1.16226e-05
en interessen ,	366		1098	1.47018e-05	ngram	3	1.16226e-05
ende noch een	366		1098	1.47018e-05	ngram	3	1.16226e-05
dr. huysvrou van	366		1098	1.47018e-05	ngram	3	1.16226e-05
doots ende de	366		1098	1.47018e-05	ngram	3	1.16226e-05
, dog welk	366		1098	1.47018e-05	ngram	3	1.16226e-05
des comparants persoon	366		1098	1.47018e-05	ngram	3	1.16226e-05
den reqe .	366		1098	1.47018e-05	ngram	3	1.16226e-05
debat , relief	366		1098	1.47018e-05	ngram	3	1.16226e-05
Capitael als Interesse	366		1098	1.47018e-05	ngram	3	1.16226e-05
bij dezen na	366		1098	1.47018e-05	ngram	3	1.16226e-05
, Belovende de	366		1098	1.47018e-05	ngram	3	1.16226e-05
bekent gesont van	366		1098	1.47018e-05	ngram	3	1.16226e-05
als vooren ende	366		1098	1.47018e-05	ngram	3	1.16226e-05
werden gerequireert ,	365		1095	1.46617e-05	ngram	3	1.15909e-05
waerden tehouden ,	365		1095	1.46617e-05	ngram	3	1.15909e-05
vierde part ,	365		1095	1.46617e-05	ngram	3	1.15909e-05
van genoegz .	365		1095	1.46617e-05	ngram	3	1.15909e-05
van beq :	365		1095	1.46617e-05	ngram	3	1.15909e-05
uijtgesondert , Tot	365		1095	1.46617e-05	ngram	3	1.15909e-05
uijt de eerste	365		1095	1.46617e-05	ngram	3	1.15909e-05
, tot het	365		1095	1.46617e-05	ngram	3	1.15909e-05
ten Lasten van	365		1095	1.46617e-05	ngram	3	1.15909e-05
te Compareeren ,	365		1095	1.46617e-05	ngram	3	1.15909e-05
te betalen de	365		1095	1.46617e-05	ngram	3	1.15909e-05
sonder kind off	365		1095	1.46617e-05	ngram	3	1.15909e-05
OO Huijden den	365		1095	1.46617e-05	ngram	3	1.15909e-05
obligatien houdende ten	365		1095	1.46617e-05	ngram	3	1.15909e-05
ende laeste wille	365		1095	1.46617e-05	ngram	3	1.15909e-05
ende geroepen ,	365		1095	1.46617e-05	ngram	3	1.15909e-05
Eijgendom meerder te	365		1095	1.46617e-05	ngram	3	1.15909e-05
de Jong en	365		1095	1.46617e-05	ngram	3	1.15909e-05
Cornelis van den	365		1095	1.46617e-05	ngram	3	1.15909e-05
als vooren op	365		1095	1.46617e-05	ngram	3	1.15909e-05
zijn persoon en	364		1092	1.46215e-05	ngram	3	1.15591e-05
wesen die sy	364		1092	1.46215e-05	ngram	3	1.15591e-05
verkoop aan het	364		1092	1.46215e-05	ngram	3	1.15591e-05
te wesen ende	364		1092	1.46215e-05	ngram	3	1.15591e-05
te verrichten wes	364		1092	1.46215e-05	ngram	3	1.15591e-05
te passeren en	364		1092	1.46215e-05	ngram	3	1.15591e-05
te mogen versterven	364		1092	1.46215e-05	ngram	3	1.15591e-05
te disponeren .	364		1092	1.46215e-05	ngram	3	1.15591e-05
op te rechten	364		1092	1.46215e-05	ngram	3	1.15591e-05
metter doodt deser	364		1092	1.46215e-05	ngram	3	1.15591e-05
mede de voorn	364		1092	1.46215e-05	ngram	3	1.15591e-05
Januarij deses Jaars	364		1092	1.46215e-05	ngram	3	1.15591e-05
in de gemelde	364		1092	1.46215e-05	ngram	3	1.15591e-05
hun verstand ,	364		1092	1.46215e-05	ngram	3	1.15591e-05
heeft , als	364		1092	1.46215e-05	ngram	3	1.15591e-05
goedvinden , 't	364		1092	1.46215e-05	ngram	3	1.15591e-05
goederen gestelt ende	364		1092	1.46215e-05	ngram	3	1.15591e-05
gedaen en verricht	364		1092	1.46215e-05	ngram	3	1.15591e-05
ƒ 20 „	364		1092	1.46215e-05	ngram	3	1.15591e-05
en was ,	364		1092	1.46215e-05	ngram	3	1.15591e-05
ende van wegende	364		1092	1.46215e-05	ngram	3	1.15591e-05
eerststervende van hun	364		1092	1.46215e-05	ngram	3	1.15591e-05
des doots voorkomen	364		1092	1.46215e-05	ngram	3	1.15591e-05
, den lesten	364		1092	1.46215e-05	ngram	3	1.15591e-05
de nabesz get.	364		1092	1.46215e-05	ngram	3	1.15591e-05
beloovde de Heer	364		1092	1.46215e-05	ngram	3	1.15591e-05
als anders ten	364		1092	1.46215e-05	ngram	3	1.15591e-05
Alle dagen ende	364		1092	1.46215e-05	ngram	3	1.15591e-05
zy get voor	363		1089	1.45813e-05	ngram	3	1.15273e-05
vrijen ende waeren	363		1089	1.45813e-05	ngram	3	1.15273e-05
voor den ouderdom	363		1089	1.45813e-05	ngram	3	1.15273e-05
van de weduwe	363		1089	1.45813e-05	ngram	3	1.15273e-05
: ter presentie	363		1089	1.45813e-05	ngram	3	1.15273e-05
tegenwoordigh sijnde binnen	363		1089	1.45813e-05	ngram	3	1.15273e-05
syn den lesten	363		1089	1.45813e-05	ngram	3	1.15273e-05
sijn geweest ,	363		1089	1.45813e-05	ngram	3	1.15273e-05
persisteeren , soo	363		1089	1.45813e-05	ngram	3	1.15273e-05
oprecht gedaen tamst	363		1089	1.45813e-05	ngram	3	1.15273e-05
, noch oock	363		1089	1.45813e-05	ngram	3	1.15273e-05
manieren naervolgende ,	363		1089	1.45813e-05	ngram	3	1.15273e-05
land van holland	363		1089	1.45813e-05	ngram	3	1.15273e-05
kinderen ende Erffgenamen	363		1089	1.45813e-05	ngram	3	1.15273e-05
J : Henricxsen	363		1089	1.45813e-05	ngram	3	1.15273e-05
houder van de	363		1089	1.45813e-05	ngram	3	1.15273e-05
Henric Schaef Nota	363		1089	1.45813e-05	ngram	3	1.15273e-05
, gedaen ende	363		1089	1.45813e-05	ngram	3	1.15273e-05
en voldoen ,	363		1089	1.45813e-05	ngram	3	1.15273e-05
en sestig heb	363		1089	1.45813e-05	ngram	3	1.15273e-05
ende voor alle	363		1089	1.45813e-05	ngram	3	1.15273e-05
Ende geliede mits	363		1089	1.45813e-05	ngram	3	1.15273e-05
, drie gul	363		1089	1.45813e-05	ngram	3	1.15273e-05
de langstlevende sal	363		1089	1.45813e-05	ngram	3	1.15273e-05
beijde bij den	363		1089	1.45813e-05	ngram	3	1.15273e-05
@ 1661 .	363		1089	1.45813e-05	ngram	3	1.15273e-05
zynde geweest den	362		1086	1.45411e-05	ngram	3	1.14956e-05
van Competenten ouderdom	362		1086	1.45411e-05	ngram	3	1.14956e-05
uijterste wille die	362		1086	1.45411e-05	ngram	3	1.14956e-05
tot de naergenoemde	362		1086	1.45411e-05	ngram	3	1.14956e-05
staet , verklaerde	362		1086	1.45411e-05	ngram	3	1.14956e-05
noot sijnde ,	362		1086	1.45411e-05	ngram	3	1.14956e-05
in gerede gelde	362		1086	1.45411e-05	ngram	3	1.14956e-05
In den Naame	362		1086	1.45411e-05	ngram	3	1.14956e-05
hy get daar	362		1086	1.45411e-05	ngram	3	1.14956e-05
hen hier vooren	362		1086	1.45411e-05	ngram	3	1.14956e-05
heeden ingaan en	362		1086	1.45411e-05	ngram	3	1.14956e-05
genieten een somme	362		1086	1.45411e-05	ngram	3	1.14956e-05
geleden en nog	362		1086	1.45411e-05	ngram	3	1.14956e-05
gecommitteert mits desen	362		1086	1.45411e-05	ngram	3	1.14956e-05
erve op de	362		1086	1.45411e-05	ngram	3	1.14956e-05
en die aan	362		1086	1.45411e-05	ngram	3	1.14956e-05
ende erffelijck daer	362		1086	1.45411e-05	ngram	3	1.14956e-05
eerder niet gehouden	362		1086	1.45411e-05	ngram	3	1.14956e-05
dato den 21	362		1086	1.45411e-05	ngram	3	1.14956e-05
Comparant verkocht te	362		1086	1.45411e-05	ngram	3	1.14956e-05
bij d E	362		1086	1.45411e-05	ngram	3	1.14956e-05
als zulx als	362		1086	1.45411e-05	ngram	3	1.14956e-05
aangaan voor de	362		1086	1.45411e-05	ngram	3	1.14956e-05
1 get op	362		1086	1.45411e-05	ngram	3	1.14956e-05
: V Heel	361		1083	1.4501e-05	ngram	3	1.14638e-05
versterven op de	361		1083	1.4501e-05	ngram	3	1.14638e-05
verclaerde den Compt	361		1083	1.4501e-05	ngram	3	1.14638e-05
ten behoeve als	361		1083	1.4501e-05	ngram	3	1.14638e-05
stelt op reekening	361		1083	1.4501e-05	ngram	3	1.14638e-05
Steede my Nots	361		1083	1.4501e-05	ngram	3	1.14638e-05
staende haer verstant	361		1083	1.4501e-05	ngram	3	1.14638e-05
sijn gel .	361		1083	1.4501e-05	ngram	3	1.14638e-05
seeckere getuijgen opgerecht	361		1083	1.4501e-05	ngram	3	1.14638e-05
rechte waer te	361		1083	1.4501e-05	ngram	3	1.14638e-05
opdragende , cederende	361		1083	1.4501e-05	ngram	3	1.14638e-05
@ o 1677	361		1083	1.4501e-05	ngram	3	1.14638e-05
kinderen int leven	361		1083	1.4501e-05	ngram	3	1.14638e-05
is de Testateuren	361		1083	1.4501e-05	ngram	3	1.14638e-05
hoofde van soo	361		1083	1.4501e-05	ngram	3	1.14638e-05
hebben gelost en	361		1083	1.4501e-05	ngram	3	1.14638e-05
hebben geconstitueert ende	361		1083	1.4501e-05	ngram	3	1.14638e-05
haar verstand ,	361		1083	1.4501e-05	ngram	3	1.14638e-05
geordonneert ende besloten	361		1083	1.4501e-05	ngram	3	1.14638e-05
gemaeckt sijn Testament	361		1083	1.4501e-05	ngram	3	1.14638e-05
gelieven te verkiesen	361		1083	1.4501e-05	ngram	3	1.14638e-05
gebeden ; die	361		1083	1.4501e-05	ngram	3	1.14638e-05
en genieten de	361		1083	1.4501e-05	ngram	3	1.14638e-05
ende besproocken mits	361		1083	1.4501e-05	ngram	3	1.14638e-05
en alle vordere	361		1083	1.4501e-05	ngram	3	1.14638e-05
een en vijftig	361		1083	1.4501e-05	ngram	3	1.14638e-05
december Ao .	361		1083	1.4501e-05	ngram	3	1.14638e-05
Daniel van den	361		1083	1.4501e-05	ngram	3	1.14638e-05
buijten te sullen	361		1083	1.4501e-05	ngram	3	1.14638e-05
, betalinge van	361		1083	1.4501e-05	ngram	3	1.14638e-05
behulp middelen van	361		1083	1.4501e-05	ngram	3	1.14638e-05
, alwaert oock	361		1083	1.4501e-05	ngram	3	1.14638e-05
als nu de	361		1083	1.4501e-05	ngram	3	1.14638e-05
allen van genoegz	361		1083	1.4501e-05	ngram	3	1.14638e-05
aan haar comparante	361		1083	1.4501e-05	ngram	3	1.14638e-05
wesen ende administrateurs	360		1080	1.44608e-05	ngram	3	1.14321e-05
versocht te moogen	360		1080	1.44608e-05	ngram	3	1.14321e-05
van negen hondert	360		1080	1.44608e-05	ngram	3	1.14321e-05
tselve te erkennen	360		1080	1.44608e-05	ngram	3	1.14321e-05
te quiteren ende	360		1080	1.44608e-05	ngram	3	1.14321e-05
quiteren aen ende	360		1080	1.44608e-05	ngram	3	1.14321e-05
Philip Zweerts ,	360		1080	1.44608e-05	ngram	3	1.14321e-05
op den achtsten	360		1080	1.44608e-05	ngram	3	1.14321e-05
of plaetsen daer	360		1080	1.44608e-05	ngram	3	1.14321e-05
of compromitteeren ,	360		1080	1.44608e-05	ngram	3	1.14321e-05
noyt iets meerder	360		1080	1.44608e-05	ngram	3	1.14321e-05
moeten erven en	360		1080	1.44608e-05	ngram	3	1.14321e-05
mij Philip Zweerts	360		1080	1.44608e-05	ngram	3	1.14321e-05
lasten , waar	360		1080	1.44608e-05	ngram	3	1.14321e-05
Johannes van der	360		1080	1.44608e-05	ngram	3	1.14321e-05
ick dirck van	360		1080	1.44608e-05	ngram	3	1.14321e-05
huijden den 7en	360		1080	1.44608e-05	ngram	3	1.14321e-05
het leven van	360		1080	1.44608e-05	ngram	3	1.14321e-05
, en verder	360		1080	1.44608e-05	ngram	3	1.14321e-05
en twintigh Jaren	360		1080	1.44608e-05	ngram	3	1.14321e-05
en gebruijkelijk is	360		1080	1.44608e-05	ngram	3	1.14321e-05
ende synen erven	360		1080	1.44608e-05	ngram	3	1.14321e-05
en de Kopers	360		1080	1.44608e-05	ngram	3	1.14321e-05
ende het selve	360		1080	1.44608e-05	ngram	3	1.14321e-05
en andere beschickingen	360		1080	1.44608e-05	ngram	3	1.14321e-05
den Compe .	360		1080	1.44608e-05	ngram	3	1.14321e-05
de maent van	360		1080	1.44608e-05	ngram	3	1.14321e-05
deese stad op	360		1080	1.44608e-05	ngram	3	1.14321e-05
betaalt te zijn	360		1080	1.44608e-05	ngram	3	1.14321e-05
begeren dat alle	360		1080	1.44608e-05	ngram	3	1.14321e-05
anderen het recht	360		1080	1.44608e-05	ngram	3	1.14321e-05
/ als met	360		1080	1.44608e-05	ngram	3	1.14321e-05
als hier na	360		1080	1.44608e-05	ngram	3	1.14321e-05
actuele en reeele	360		1080	1.44608e-05	ngram	3	1.14321e-05
zelve naar rechten	359		1077	1.44206e-05	ngram	3	1.14003e-05
waren , ende	359		1077	1.44206e-05	ngram	3	1.14003e-05
voor naemaninge te	359		1077	1.44206e-05	ngram	3	1.14003e-05
voor goetvast ende	359		1077	1.44206e-05	ngram	3	1.14003e-05
van den heer	359		1077	1.44206e-05	ngram	3	1.14003e-05
te sullen indemneren	359		1077	1.44206e-05	ngram	3	1.14003e-05
stuijv : en	359		1077	1.44206e-05	ngram	3	1.14003e-05
sij Testateuren te	359		1077	1.44206e-05	ngram	3	1.14003e-05
, sij getuijgen	359		1077	1.44206e-05	ngram	3	1.14003e-05
penn met den	359		1077	1.44206e-05	ngram	3	1.14003e-05
omme uyt zyn	359		1077	1.44206e-05	ngram	3	1.14003e-05
Lichaem , gaende	359		1077	1.44206e-05	ngram	3	1.14003e-05
: Jan van	359		1077	1.44206e-05	ngram	3	1.14003e-05
Heer Pieter de	359		1077	1.44206e-05	ngram	3	1.14003e-05
hebben , soo	359		1077	1.44206e-05	ngram	3	1.14003e-05
goederen te mogen	359		1077	1.44206e-05	ngram	3	1.14003e-05
gene uijtgesondert ,	359		1077	1.44206e-05	ngram	3	1.14003e-05
geinstitueerde Ervgenaame van	359		1077	1.44206e-05	ngram	3	1.14003e-05
duijsent guldens Capitael	359		1077	1.44206e-05	ngram	3	1.14003e-05
de Oostindische Compte	359		1077	1.44206e-05	ngram	3	1.14003e-05
dat sij op	359		1077	1.44206e-05	ngram	3	1.14003e-05
by my ondergeschreven	359		1077	1.44206e-05	ngram	3	1.14003e-05
arch ofte list	359		1077	1.44206e-05	ngram	3	1.14003e-05
Amsteldam ter presentie	359		1077	1.44206e-05	ngram	3	1.14003e-05
, Alle twelck	359		1077	1.44206e-05	ngram	3	1.14003e-05
wesen haerl .	358		1074	1.43805e-05	ngram	3	1.13686e-05
vollen gebruyckende soo	358		1074	1.43805e-05	ngram	3	1.13686e-05
van rechte waer	358		1074	1.43805e-05	ngram	3	1.13686e-05
van Lichamen ,	358		1074	1.43805e-05	ngram	3	1.13686e-05
twaelff gul .	358		1074	1.43805e-05	ngram	3	1.13686e-05
tien gl .	358		1074	1.43805e-05	ngram	3	1.13686e-05
ter req .	358		1074	1.43805e-05	ngram	3	1.13686e-05
, soo Capl	358		1074	1.43805e-05	ngram	3	1.13686e-05
penningen , als	358		1074	1.43805e-05	ngram	3	1.13686e-05
goederen ende Coopmanschappen	358		1074	1.43805e-05	ngram	3	1.13686e-05
gecedeert ende getransporteert	358		1074	1.43805e-05	ngram	3	1.13686e-05
ende van voller	358		1074	1.43805e-05	ngram	3	1.13686e-05
, ende Abraham	358		1074	1.43805e-05	ngram	3	1.13686e-05
doen , soo	358		1074	1.43805e-05	ngram	3	1.13686e-05
desen doen noemen	358		1074	1.43805e-05	ngram	3	1.13686e-05
deselve aen de	358		1074	1.43805e-05	ngram	3	1.13686e-05
de Kooppenningen voor	358		1074	1.43805e-05	ngram	3	1.13686e-05
de Heer Gerrit	358		1074	1.43805e-05	ngram	3	1.13686e-05
daer schipr .	358		1074	1.43805e-05	ngram	3	1.13686e-05
Clederen van linnen	358		1074	1.43805e-05	ngram	3	1.13686e-05
actien belast met	358		1074	1.43805e-05	ngram	3	1.13686e-05
weygeringe van betal	357		1071	1.43403e-05	ngram	3	1.13368e-05
voor Bootsl .	357		1071	1.43403e-05	ngram	3	1.13368e-05
van waerde te	357		1071	1.43403e-05	ngram	3	1.13368e-05
van haer voorss	357		1071	1.43403e-05	ngram	3	1.13368e-05
uijtspraecke wel hebbende	357		1071	1.43403e-05	ngram	3	1.13368e-05
toekomende , onderwerpende	357		1071	1.43403e-05	ngram	3	1.13368e-05
stede , onder	357		1071	1.43403e-05	ngram	3	1.13368e-05
sodanig een somma	357		1071	1.43403e-05	ngram	3	1.13368e-05
sijn leven mede	357		1071	1.43403e-05	ngram	3	1.13368e-05
sal moeten geschieden	357		1071	1.43403e-05	ngram	3	1.13368e-05
prompte ende datelijcke	357		1071	1.43403e-05	ngram	3	1.13368e-05
nogh te reserveren	357		1071	1.43403e-05	ngram	3	1.13368e-05
nae haere forme	357		1071	1.43403e-05	ngram	3	1.13368e-05
konde blijcken .	357		1071	1.43403e-05	ngram	3	1.13368e-05
in te vorderen	357		1071	1.43403e-05	ngram	3	1.13368e-05
hun schip in	357		1071	1.43403e-05	ngram	3	1.13368e-05
huijse van den	357		1071	1.43403e-05	ngram	3	1.13368e-05
heeft dat de	357		1071	1.43403e-05	ngram	3	1.13368e-05
hebbende van d	357		1071	1.43403e-05	ngram	3	1.13368e-05
forma , Alles	357		1071	1.43403e-05	ngram	3	1.13368e-05
, ende machtigh	357		1071	1.43403e-05	ngram	3	1.13368e-05
ende Jan Theunisz	357		1071	1.43403e-05	ngram	3	1.13368e-05
, dewelke op	357		1071	1.43403e-05	ngram	3	1.13368e-05
de huijsvrouw van	357		1071	1.43403e-05	ngram	3	1.13368e-05
daar op gedaan	357		1071	1.43403e-05	ngram	3	1.13368e-05
Compt : door	357		1071	1.43403e-05	ngram	3	1.13368e-05
comparante ter eener	357		1071	1.43403e-05	ngram	3	1.13368e-05
bij de armsbrugh	357		1071	1.43403e-05	ngram	3	1.13368e-05
benaaming het zij	357		1071	1.43403e-05	ngram	3	1.13368e-05
, aan deselve	357		1071	1.43403e-05	ngram	3	1.13368e-05
zal of zullen	356		1068	1.43001e-05	ngram	3	1.13051e-05
wel eerstelyk hy	356		1068	1.43001e-05	ngram	3	1.13051e-05
voor alle Colangien	356		1068	1.43001e-05	ngram	3	1.13051e-05
van rechte die	356		1068	1.43001e-05	ngram	3	1.13051e-05
vader noch moeder	356		1068	1.43001e-05	ngram	3	1.13051e-05
uitte eerste ende	356		1068	1.43001e-05	ngram	3	1.13051e-05
ter eenre .	356		1068	1.43001e-05	ngram	3	1.13051e-05
somme van vijftigh	356		1068	1.43001e-05	ngram	3	1.13051e-05
saecken ende questien	356		1068	1.43001e-05	ngram	3	1.13051e-05
over hen lieder	356		1068	1.43001e-05	ngram	3	1.13051e-05
lijden , omme	356		1068	1.43001e-05	ngram	3	1.13051e-05
laste van Jan	356		1068	1.43001e-05	ngram	3	1.13051e-05
Huijden den 19	356		1068	1.43001e-05	ngram	3	1.13051e-05
, herwissel en	356		1068	1.43001e-05	ngram	3	1.13051e-05
havenen , wateren	356		1068	1.43001e-05	ngram	3	1.13051e-05
gevende niet sekerder	356		1068	1.43001e-05	ngram	3	1.13051e-05
gelijck sulx uijterlijck	356		1068	1.43001e-05	ngram	3	1.13051e-05
etc. met macht	356		1068	1.43001e-05	ngram	3	1.13051e-05
en opsprake die	356		1068	1.43001e-05	ngram	3	1.13051e-05
, ende oversulx	356		1068	1.43001e-05	ngram	3	1.13051e-05
ende genieten de	356		1068	1.43001e-05	ngram	3	1.13051e-05
die hy get	356		1068	1.43001e-05	ngram	3	1.13051e-05
de testateur aan	356		1068	1.43001e-05	ngram	3	1.13051e-05
deeze Stad ,	356		1068	1.43001e-05	ngram	3	1.13051e-05
de bewijsen van	356		1068	1.43001e-05	ngram	3	1.13051e-05
bij hem tendancke	356		1068	1.43001e-05	ngram	3	1.13051e-05
W : V	355		1065	1.426e-05	ngram	3	1.12733e-05
waer en tegens	355		1065	1.426e-05	ngram	3	1.12733e-05
voorgeleesen , te	355		1065	1.426e-05	ngram	3	1.12733e-05
verclaert , dat	355		1065	1.426e-05	ngram	3	1.12733e-05
van den Broek	355		1065	1.426e-05	ngram	3	1.12733e-05
thoonder deses ,	355		1065	1.426e-05	ngram	3	1.12733e-05
te overlyden sonder	355		1065	1.426e-05	ngram	3	1.12733e-05
schip met desselvs	355		1065	1.426e-05	ngram	3	1.12733e-05
, op een	355		1065	1.426e-05	ngram	3	1.12733e-05
Maert ao .	355		1065	1.426e-05	ngram	3	1.12733e-05
machtich maecken by	355		1065	1.426e-05	ngram	3	1.12733e-05
leven na te	355		1065	1.426e-05	ngram	3	1.12733e-05
Legitime portie ,	355		1065	1.426e-05	ngram	3	1.12733e-05
kinderen voor de	355		1065	1.426e-05	ngram	3	1.12733e-05
Interessen alrede gehadt	355		1065	1.426e-05	ngram	3	1.12733e-05
In presentie van	355		1065	1.426e-05	ngram	3	1.12733e-05
in Cragte deses	355		1065	1.426e-05	ngram	3	1.12733e-05
Huijsenbeek en Jan	355		1065	1.426e-05	ngram	3	1.12733e-05
huijden den 4en	355		1065	1.426e-05	ngram	3	1.12733e-05
het doen van	355		1065	1.426e-05	ngram	3	1.12733e-05
hebben sy Testateuren	355		1065	1.426e-05	ngram	3	1.12733e-05
en bet .	355		1065	1.426e-05	ngram	3	1.12733e-05
doen veel min	355		1065	1.426e-05	ngram	3	1.12733e-05
de navolgende conditien	355		1065	1.426e-05	ngram	3	1.12733e-05
d ' Edele	355		1065	1.426e-05	ngram	3	1.12733e-05
dat sij hun	355		1065	1.426e-05	ngram	3	1.12733e-05
dat daer van	355		1065	1.426e-05	ngram	3	1.12733e-05
acht gl .	355		1065	1.426e-05	ngram	3	1.12733e-05
aan de voorsz	355		1065	1.426e-05	ngram	3	1.12733e-05
van voorn .	354		1062	1.42198e-05	ngram	3	1.12415e-05
van tschip de	354		1062	1.42198e-05	ngram	3	1.12415e-05
van Jufvr .	354		1062	1.42198e-05	ngram	3	1.12415e-05
Testateuren verclaren in	354		1062	1.42198e-05	ngram	3	1.12415e-05
ten reguarde van	354		1062	1.42198e-05	ngram	3	1.12415e-05
, sulcx dat	354		1062	1.42198e-05	ngram	3	1.12415e-05
opt selve schip	354		1062	1.42198e-05	ngram	3	1.12415e-05
Op den Vijfden	354		1062	1.42198e-05	ngram	3	1.12415e-05
November ao .	354		1062	1.42198e-05	ngram	3	1.12415e-05
na Oost Indien	354		1062	1.42198e-05	ngram	3	1.12415e-05
minderjarig en te	354		1062	1.42198e-05	ngram	3	1.12415e-05
met de minute	354		1062	1.42198e-05	ngram	3	1.12415e-05
loot a 28	354		1062	1.42198e-05	ngram	3	1.12415e-05
leven naer te	354		1062	1.42198e-05	ngram	3	1.12415e-05
in presentie Vande	354		1062	1.42198e-05	ngram	3	1.12415e-05
in de gemelte	354		1062	1.42198e-05	ngram	3	1.12415e-05
en liquideeren ,	354		1062	1.42198e-05	ngram	3	1.12415e-05
en erve staende	354		1062	1.42198e-05	ngram	3	1.12415e-05
ende in sulcker	354		1062	1.42198e-05	ngram	3	1.12415e-05
dien ende voorts	354		1062	1.42198e-05	ngram	3	1.12415e-05
desen nodich niet	354		1062	1.42198e-05	ngram	3	1.12415e-05
des avonds ten	354		1062	1.42198e-05	ngram	3	1.12415e-05
de portie van	354		1062	1.42198e-05	ngram	3	1.12415e-05
behoeven te bedraagen	354		1062	1.42198e-05	ngram	3	1.12415e-05
als mede te	354		1062	1.42198e-05	ngram	3	1.12415e-05
alreede verschenen ende	354		1062	1.42198e-05	ngram	3	1.12415e-05
